LineId,Timestamp,action,addr,advpnsc,assignip,auditid,auditreporttype,auditscore,audittime,bandwidth,cookies,cpu,criticalcount,date,devid,devname,dhcp_msg,dir,disk,disklograte,duration,error_num,espauth,esptransform,eventtime,exch,fazlograte,freediskstorage,group,highcount,hostname,idseq,in_spi,init,interface,ip,itime,lease,level,locip,locport,logdesc,logid,logver,lowcount,mac,mediumcount,mem,mode,msg,name,nextstat,out_spi,outintf,passedcount,peer_notif,rcvdbyte,reason,remip,remport,result,role,sentbyte,seq,setuprate,spi,stage,status,subtype,sysuptime,time,total,totalsession,tunnelid,tunnelip,tunneltype,type,tz,ui,used,user,useralt,vd,version,vpntunnel,waninfo,xauthgroup,xauthuser,Content,EventId,Template
290,N/A,,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751771402080185080,,,,,,ArcherAX55,19900372806008879,,,internal1,10.63.44.101,1751771405,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,05:10:02,,,,,,event,+0200,,,,,root,,,,,,"logver=0702111740 idseq=19900372806008879 itime=1751771405 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 time=05:10:02 eventtime=1751771402080185080 tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" mac=""9C:53:22:49:C7:8C"" ip=10.63.44.101 lease=86400 hostname=""ArcherAX55"" msg=""DHCP server sends a DHCPACK""",E1,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 <*> <*> tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" <*> <*> lease=86400 <*> msg=""DHCP server sends a DHCPACK"""
291,N/A,tunnel-stats,,0,N/A,,,,,,7014b86201d9a6c5/b23418103e57cf9f,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,1131787,,,,1751771485242907120,,,,N/A,,,19900372806008890,,,,,1751771487,,notice,93.64.253.210,500,IPsec tunnel statistics,0101037141,0702111740,,,,,,IPsec tunnel statistics,,600,,wan1,,,187713824,,88.61.48.146,500,,,406210285,,,,,,vpn,,05:11:26,,,2206215695,N/A,ipsec,event,+0200,,,88.61.48.146,N/A,root,,to-pescara-pri,,N/A,N/A,"logver=0702111740 idseq=19900372806008890 itime=1751771487 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 time=05:11:26 eventtime=1751771485242907120 tz=""+0200"" logid=""0101037141"" type=""event"" subtype=""vpn"" level=""notice"" logdesc=""IPsec tunnel statistics"" msg=""IPsec tunnel statistics"" action=""tunnel-stats"" remip=88.61.48.146 locip=93.64.253.210 remport=500 locport=500 outintf=""wan1"" cookies=""7014b86201d9a6c5/b23418103e57cf9f"" user=""88.61.48.146"" group=""N/A"" useralt=""N/A"" xauthuser=""N/A"" xauthgroup=""N/A"" assignip=N/A vpntunnel=""to-pescara-pri"" tunnelip=N/A tunnelid=2206215695 tunneltype=""ipsec"" duration=1131787 sentbyte=406210285 rcvdbyte=187713824 nextstat=600 advpnsc=0",E2,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 <*> <*> tz=""+0200"" logid=""0101037141"" type=""event"" subtype=""vpn"" level=""notice"" logdesc=""IPsec tunnel statistics"" msg=""IPsec tunnel statistics"" action=""tunnel-stats"" remip=88.61.48.146 locip=93.64.253.210 remport=500 locport=500 outintf=""wan1"" <*> user=""88.61.48.146"" group=""N/A"" useralt=""N/A"" xauthuser=""N/A"" xauthgroup=""N/A"" assignip=N/A vpntunnel=""to-pescara-pri"" tunnelip=N/A tunnelid=2206215695 tunneltype=""ipsec"" <*> <*> <*> nextstat=600 advpnsc=0"
292,N/A,,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751771512430463540,,,,,,ArcherAX55,19900372806008851,,,internal1,10.63.44.101,1751771513,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,05:11:52,,,,,,event,+0200,,,,,root,,,,,,"logver=0702111740 idseq=19900372806008851 itime=1751771513 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 time=05:11:52 eventtime=1751771512430463540 tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" mac=""9C:53:22:49:C7:8C"" ip=10.63.44.101 lease=86400 hostname=""ArcherAX55"" msg=""DHCP server sends a DHCPACK""",E1,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 <*> <*> tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" <*> <*> lease=86400 <*> msg=""DHCP server sends a DHCPACK"""
293,N/A,perf-stats,,,,,,,,4/3,,0,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751771521467464000,,0,0,,,,19900372806008853,,,,,1751771523,,notice,,,System performance statistics,0100040704,0702111740,,,,40,,"Performance statistics: average CPU: 0, memory:  40, concurrent sessions:  45, setup-rate: 0",,,,,,,,,,,,,,,0,,,,system,1132337,05:12:01,,45,,,,event,+0200,,,,,root,,,"name=wan1,bytes=1533796205/6497156650,packets=7927096/10172204;",,,"logver=0702111740 idseq=19900372806008853 itime=1751771523 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 time=05:12:01 eventtime=1751771521467464000 tz=""+0200"" logid=""0100040704"" type=""event"" subtype=""system"" level=""notice"" logdesc=""System performance statistics"" action=""perf-stats"" cpu=0 mem=40 totalsession=45 disk=0 bandwidth=""4/3"" setuprate=0 disklograte=0 fazlograte=0 freediskstorage=0 sysuptime=1132337 waninfo=""name=wan1,bytes=1533796205/6497156650,packets=7927096/10172204;"" msg=""Performance statistics: average CPU: 0, memory:  40, concurrent sessions:  45, setup-rate: 0""",E3,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 <*> <*> tz=""+0200"" logid=""0100040704"" type=""event"" subtype=""system"" level=""notice"" logdesc=""System performance statistics"" action=""perf-stats"" cpu=0 <*> <*> disk=0 <*> <*> disklograte=0 <*> freediskstorage=0 <*> <*> msg=""Performance statistics: average CPU: 0, memory: <*> concurrent sessions: <*> setup-rate: <*>"
294,N/A,,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751771622760754140,,,,,,ArcherAX55,19900372806008869,,,internal1,10.63.44.101,1751771623,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,05:13:43,,,,,,event,+0200,,,,,root,,,,,,"logver=0702111740 idseq=19900372806008869 itime=1751771623 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 time=05:13:43 eventtime=1751771622760754140 tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" mac=""9C:53:22:49:C7:8C"" ip=10.63.44.101 lease=86400 hostname=""ArcherAX55"" msg=""DHCP server sends a DHCPACK""",E1,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 <*> <*> tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" <*> <*> lease=86400 <*> msg=""DHCP server sends a DHCPACK"""
295,N/A,,FCTEMS_ALL_FORTICLOUD_SERVERS,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751771709461323720,,,,,,,19900372806008858,,,,,1751771713,,information,,,Dynamic address updated.,0112053203,0702111740,,,,,,Updated tag FCTEMS_ALL_FORTICLOUD_SERVERS,,,,,,,,,,,,,,,,,,,connector,,05:15:10,,,,,,event,+0200,,,,,root,,,,,,"logver=0702111740 idseq=19900372806008858 itime=1751771713 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 time=05:15:10 eventtime=1751771709461323720 tz=""+0200"" logid=""0112053203"" type=""event"" subtype=""connector"" level=""information"" logdesc=""Dynamic address updated."" addr=""FCTEMS_ALL_FORTICLOUD_SERVERS"" msg=""Updated tag FCTEMS_ALL_FORTICLOUD_SERVERS""",E15,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 <*> <*> tz=""+0200"" logid=""0112053203"" type=""event"" subtype=""connector"" level=""information"" logdesc=""Dynamic address updated."" addr=""FCTEMS_ALL_FORTICLOUD_SERVERS"" msg=""Updated tag FCTEMS_ALL_FORTICLOUD_SERVERS"""
296,N/A,,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751771733101152840,,,,,,ArcherAX55,19900372806008858,,,internal1,10.63.44.101,1751771734,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,05:15:33,,,,,,event,+0200,,,,,root,,,,,,"logver=0702111740 idseq=19900372806008858 itime=1751771734 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 time=05:15:33 eventtime=1751771733101152840 tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" mac=""9C:53:22:49:C7:8C"" ip=10.63.44.101 lease=86400 hostname=""ArcherAX55"" msg=""DHCP server sends a DHCPACK""",E1,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 <*> <*> tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" <*> <*> lease=86400 <*> msg=""DHCP server sends a DHCPACK"""
297,N/A,perf-stats,,,,,,,,1/2,,0,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751771821487480540,,0,0,,,,19900372806008832,,,,,1751771824,,notice,,,System performance statistics,0100040704,0702111740,,,,40,,"Performance statistics: average CPU: 0, memory:  40, concurrent sessions:  55, setup-rate: 0",,,,,,,,,,,,,,,0,,,,system,1132637,05:17:01,,55,,,,event,+0200,,,,,root,,,"name=wan1,bytes=1534075700/6497394758,packets=7928450/10173593;",,,"logver=0702111740 idseq=19900372806008832 itime=1751771824 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 time=05:17:01 eventtime=1751771821487480540 tz=""+0200"" logid=""0100040704"" type=""event"" subtype=""system"" level=""notice"" logdesc=""System performance statistics"" action=""perf-stats"" cpu=0 mem=40 totalsession=55 disk=0 bandwidth=""1/2"" setuprate=0 disklograte=0 fazlograte=0 freediskstorage=0 sysuptime=1132637 waninfo=""name=wan1,bytes=1534075700/6497394758,packets=7928450/10173593;"" msg=""Performance statistics: average CPU: 0, memory:  40, concurrent sessions:  55, setup-rate: 0""",E3,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 <*> <*> tz=""+0200"" logid=""0100040704"" type=""event"" subtype=""system"" level=""notice"" logdesc=""System performance statistics"" action=""perf-stats"" cpu=0 <*> <*> disk=0 <*> <*> disklograte=0 <*> freediskstorage=0 <*> <*> msg=""Performance statistics: average CPU: 0, memory: <*> concurrent sessions: <*> setup-rate: <*>"
298,N/A,,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751771843411580340,,,,,,ArcherAX55,19900372806008843,,,internal1,10.63.44.101,1751771844,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,05:17:23,,,,,,event,+0200,,,,,root,,,,,,"logver=0702111740 idseq=19900372806008843 itime=1751771844 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 time=05:17:23 eventtime=1751771843411580340 tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" mac=""9C:53:22:49:C7:8C"" ip=10.63.44.101 lease=86400 hostname=""ArcherAX55"" msg=""DHCP server sends a DHCPACK""",E1,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 <*> <*> tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" <*> <*> lease=86400 <*> msg=""DHCP server sends a DHCPACK"""
299,N/A,,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751771953781956140,,,,,,ArcherAX55,19900372806008911,,,internal1,10.63.44.101,1751771954,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,05:19:14,,,,,,event,+0200,,,,,root,,,,,,"logver=0702111740 idseq=19900372806008911 itime=1751771954 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 time=05:19:14 eventtime=1751771953781956140 tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" mac=""9C:53:22:49:C7:8C"" ip=10.63.44.101 lease=86400 hostname=""ArcherAX55"" msg=""DHCP server sends a DHCPACK""",E1,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 <*> <*> tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" <*> <*> lease=86400 <*> msg=""DHCP server sends a DHCPACK"""
300,N/A,,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751772064152325020,,,,,,ArcherAX55,19900372806008857,,,internal1,10.63.44.101,1751772066,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,05:21:04,,,,,,event,+0200,,,,,root,,,,,,"logver=0702111740 idseq=19900372806008857 itime=1751772066 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 time=05:21:04 eventtime=1751772064152325020 tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" mac=""9C:53:22:49:C7:8C"" ip=10.63.44.101 lease=86400 hostname=""ArcherAX55"" msg=""DHCP server sends a DHCPACK""",E1,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 <*> <*> tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" <*> <*> lease=86400 <*> msg=""DHCP server sends a DHCPACK"""
301,N/A,tunnel-stats,,0,N/A,,,,,,7014b86201d9a6c5/b23418103e57cf9f,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,1132387,,,,1751772085252908000,,,,N/A,,,19900372806008864,,,,,1751772089,,notice,93.64.253.210,500,IPsec tunnel statistics,0101037141,0702111740,,,,,,IPsec tunnel statistics,,600,,wan1,,,187788702,,88.61.48.146,500,,,406375267,,,,,,vpn,,05:21:25,,,2206215695,N/A,ipsec,event,+0200,,,88.61.48.146,N/A,root,,to-pescara-pri,,N/A,N/A,"logver=0702111740 idseq=19900372806008864 itime=1751772089 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 time=05:21:25 eventtime=1751772085252908000 tz=""+0200"" logid=""0101037141"" type=""event"" subtype=""vpn"" level=""notice"" logdesc=""IPsec tunnel statistics"" msg=""IPsec tunnel statistics"" action=""tunnel-stats"" remip=88.61.48.146 locip=93.64.253.210 remport=500 locport=500 outintf=""wan1"" cookies=""7014b86201d9a6c5/b23418103e57cf9f"" user=""88.61.48.146"" group=""N/A"" useralt=""N/A"" xauthuser=""N/A"" xauthgroup=""N/A"" assignip=N/A vpntunnel=""to-pescara-pri"" tunnelip=N/A tunnelid=2206215695 tunneltype=""ipsec"" duration=1132387 sentbyte=406375267 rcvdbyte=187788702 nextstat=600 advpnsc=0",E2,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 <*> <*> tz=""+0200"" logid=""0101037141"" type=""event"" subtype=""vpn"" level=""notice"" logdesc=""IPsec tunnel statistics"" msg=""IPsec tunnel statistics"" action=""tunnel-stats"" remip=88.61.48.146 locip=93.64.253.210 remport=500 locport=500 outintf=""wan1"" <*> user=""88.61.48.146"" group=""N/A"" useralt=""N/A"" xauthuser=""N/A"" xauthgroup=""N/A"" assignip=N/A vpntunnel=""to-pescara-pri"" tunnelip=N/A tunnelid=2206215695 tunneltype=""ipsec"" <*> <*> <*> nextstat=600 advpnsc=0"
302,N/A,perf-stats,,,,,,,,1/3,,0,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751772121507449160,,0,0,,,,19900372806008906,,,,,1751772121,,notice,,,System performance statistics,0100040704,0702111740,,,,40,,"Performance statistics: average CPU: 0, memory:  40, concurrent sessions:  47, setup-rate: 0",,,,,,,,,,,,,,,0,,,,system,1132937,05:22:01,,47,,,,event,+0200,,,,,root,,,"name=wan1,bytes=1534345230/6497594681,packets=7929750/10174946;",,,"logver=0702111740 idseq=19900372806008906 itime=1751772121 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 time=05:22:01 eventtime=1751772121507449160 tz=""+0200"" logid=""0100040704"" type=""event"" subtype=""system"" level=""notice"" logdesc=""System performance statistics"" action=""perf-stats"" cpu=0 mem=40 totalsession=47 disk=0 bandwidth=""1/3"" setuprate=0 disklograte=0 fazlograte=0 freediskstorage=0 sysuptime=1132937 waninfo=""name=wan1,bytes=1534345230/6497594681,packets=7929750/10174946;"" msg=""Performance statistics: average CPU: 0, memory:  40, concurrent sessions:  47, setup-rate: 0""",E3,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 <*> <*> tz=""+0200"" logid=""0100040704"" type=""event"" subtype=""system"" level=""notice"" logdesc=""System performance statistics"" action=""perf-stats"" cpu=0 <*> <*> disk=0 <*> <*> disklograte=0 <*> freediskstorage=0 <*> <*> msg=""Performance statistics: average CPU: 0, memory: <*> concurrent sessions: <*> setup-rate: <*>"
303,N/A,,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751772174532581280,,,,,,ArcherAX55,19900372806008843,,,internal1,10.63.44.101,1751772175,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,05:22:54,,,,,,event,+0200,,,,,root,,,,,,"logver=0702111740 idseq=19900372806008843 itime=1751772175 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 time=05:22:54 eventtime=1751772174532581280 tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" mac=""9C:53:22:49:C7:8C"" ip=10.63.44.101 lease=86400 hostname=""ArcherAX55"" msg=""DHCP server sends a DHCPACK""",E1,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 <*> <*> tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" <*> <*> lease=86400 <*> msg=""DHCP server sends a DHCPACK"""
304,N/A,,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751772284902883580,,,,,,ArcherAX55,19900372806008910,,,internal1,10.63.44.101,1751772290,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,05:24:45,,,,,,event,+0200,,,,,root,,,,,,"logver=0702111740 idseq=19900372806008910 itime=1751772290 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 time=05:24:45 eventtime=1751772284902883580 tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" mac=""9C:53:22:49:C7:8C"" ip=10.63.44.101 lease=86400 hostname=""ArcherAX55"" msg=""DHCP server sends a DHCPACK""",E1,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 <*> <*> tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" <*> <*> lease=86400 <*> msg=""DHCP server sends a DHCPACK"""
305,N/A,,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751772395263290480,,,,,,ArcherAX55,19900372806008879,,,internal1,10.63.44.101,1751772398,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,05:26:35,,,,,,event,+0200,,,,,root,,,,,,"logver=0702111740 idseq=19900372806008879 itime=1751772398 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 time=05:26:35 eventtime=1751772395263290480 tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" mac=""9C:53:22:49:C7:8C"" ip=10.63.44.101 lease=86400 hostname=""ArcherAX55"" msg=""DHCP server sends a DHCPACK""",E1,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 <*> <*> tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" <*> <*> lease=86400 <*> msg=""DHCP server sends a DHCPACK"""
306,N/A,perf-stats,,,,,,,,5/3,,0,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751772421527472580,,0,0,,,,19900372806008873,,,,,1751772424,,notice,,,System performance statistics,0100040704,0702111740,,,,40,,"Performance statistics: average CPU: 0, memory:  40, concurrent sessions:  51, setup-rate: 0",,,,,,,,,,,,,,,0,,,,system,1133237,05:27:01,,51,,,,event,+0200,,,,,root,,,"name=wan1,bytes=1534622973/6497828206,packets=7931078/10176337;",,,"logver=0702111740 idseq=19900372806008873 itime=1751772424 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 time=05:27:01 eventtime=1751772421527472580 tz=""+0200"" logid=""0100040704"" type=""event"" subtype=""system"" level=""notice"" logdesc=""System performance statistics"" action=""perf-stats"" cpu=0 mem=40 totalsession=51 disk=0 bandwidth=""5/3"" setuprate=0 disklograte=0 fazlograte=0 freediskstorage=0 sysuptime=1133237 waninfo=""name=wan1,bytes=1534622973/6497828206,packets=7931078/10176337;"" msg=""Performance statistics: average CPU: 0, memory:  40, concurrent sessions:  51, setup-rate: 0""",E3,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 <*> <*> tz=""+0200"" logid=""0100040704"" type=""event"" subtype=""system"" level=""notice"" logdesc=""System performance statistics"" action=""perf-stats"" cpu=0 <*> <*> disk=0 <*> <*> disklograte=0 <*> freediskstorage=0 <*> <*> msg=""Performance statistics: average CPU: 0, memory: <*> concurrent sessions: <*> setup-rate: <*>"
307,N/A,,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751772505653573040,,,,,,ArcherAX55,19900372806008841,,,internal1,10.63.44.101,1751772506,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,05:28:25,,,,,,event,+0200,,,,,root,,,,,,"logver=0702111740 idseq=19900372806008841 itime=1751772506 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 time=05:28:25 eventtime=1751772505653573040 tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" mac=""9C:53:22:49:C7:8C"" ip=10.63.44.101 lease=86400 hostname=""ArcherAX55"" msg=""DHCP server sends a DHCPACK""",E1,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 <*> <*> tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" <*> <*> lease=86400 <*> msg=""DHCP server sends a DHCPACK"""
308,N/A,,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751772616003995680,,,,,,ArcherAX55,19900372806008859,,,internal1,10.63.44.101,1751772621,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,05:30:16,,,,,,event,+0200,,,,,root,,,,,,"logver=0702111740 idseq=19900372806008859 itime=1751772621 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 time=05:30:16 eventtime=1751772616003995680 tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" mac=""9C:53:22:49:C7:8C"" ip=10.63.44.101 lease=86400 hostname=""ArcherAX55"" msg=""DHCP server sends a DHCPACK""",E1,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 <*> <*> tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" <*> <*> lease=86400 <*> msg=""DHCP server sends a DHCPACK"""
